33.260376	0	0	9	8
-161.389221	1	1	19	18
-15.405212	2	2	29	28
2.929932	3	3	39	38
-15.535034	4	4	49	48
-2.047119	5	5	59	58
33.056274	6	6	69	68
15.673523	7	7	79	78
21.786377	8	8	89	88
-67.317383	9	9	99	98
15.718750	10	10	109	108
112.248230	11	11	119	118
147.376465	12	12	129	128
-47.220581	13	13	139	138
-90.137939	14	14	149	148
82.972534	15	15	159	158
-94.330322	16	16	169	168
13.120972	17	17	179	178
-74.641449	18	18	189	188
-75.382080	19	19	199	198
131.588135	20	20	209	208
70.882507	21	21	219	218
-13.452087	22	22	229	228
2.200989	23	23	239	238
7.810059	24	24	249	248
-75.868225	25	25	259	258
30.600586	26	26	269	268
54.059570	27	27	279	278
79.628418	28	28	289	288
-22.631042	29	29	299	298
-121.720276	30	30	309	308
21.968811	31	31	319	318
-157.737152	32	32	329	328
-244.616119	33	33	339	338
-10.243896	34	34	349	348
-272.671509	35	35	359	358
-118.454346	36	36	369	368
-38.068787	37	37	379	378
-200.115967	38	38	389	388
-102.283020	39	39	399	398
-24.780762	40	40	409	408
-14.775635	41	41	419	418
40.877808	42	42	429	428
70.075134	43	43	439	438
-118.057388	44	44	449	448
-91.828918	45	45	459	458
-454.234070	46	46	469	468
30.177979	47	47	479	478
-15.582764	48	48	489	488
-64.174866	49	49	499	498
-244.859848	50	50	509	508
117.697876	51	51	519	518
30.698486	52	52	529	528
58.557312	53	53	539	538
77.015869	54	54	549	548
-18.520569	55	55	559	558
-173.174835	56	56	569	568
114.370300	57	57	579	578
150.802368	58	58	589	588
-61.308044	59	59	599	598
-16.166443	60	60	609	608
50.988647	61	61	619	618
-27.744934	62	62	629	628
44.932861	63	63	639	638
-19.605835	64	64	649	648
-59.429565	65	65	659	658
34.954346	66	66	669	668
-13.195129	67	67	679	678
-60.358276	68	68	689	688
-195.882233	69	69	699	698
-87.643616	70	70	709	708
-70.489624	71	71	719	718
-71.214905	72	72	729	728
25.463867	73	73	739	738
33.569946	74	74	749	748
136.704407	75	75	759	758
-3.232056	76	76	769	768
94.931396	77	77	779	778
13.064697	78	78	789	788
-131.986267	79	79	799	798
77.131348	80	80	809	808
88.527100	81	81	819	818
81.076660	82	82	829	828
6.113647	83	83	839	838
-59.997253	84	84	849	848
-12.747437	85	85	859	858
-65.241699	86	86	869	868
-9.767029	87	87	879	878
185.402100	88	88	889	888
-121.203186	89	89	899	898
53.520630	90	90	909	908
-26.613403	91	91	919	918
-25.365723	92	92	929	928
-36.422913	93	93	939	938
45.122437	94	94	949	948
-26.625000	95	95	959	958
-15.464783	96	96	969	968
-115.081604	97	97	979	978
-46.959595	98	98	989	988
-59.459229	99	99	999	998
122.010132	100	100	1009	1008
21.650635	101	101	1019	1018
91.489990	102	102	1029	1028
-24.402649	103	103	1039	1038
9.191528	104	104	1049	1048
-233.753662	105	105	1059	1058
-9.556946	106	106	1069	1068
-138.565186	107	107	1079	1078
7.551331	108	108	1089	1088
-82.785156	109	109	1099	1098
108.457642	110	110	1109	1108
85.322021	111	111	1119	1118
-9.809692	112	112	1129	1128
58.116333	113	113	1139	1138
64.733948	114	114	1149	1148
77.124268	115	115	1159	1158
18.077698	116	116	1169	1168
-15.090454	117	117	1179	1178
51.379761	118	118	1189	1188
-19.758118	119	119	1199	1198
-93.614136	120	120	1209	1208
-158.860229	121	121	1219	1218
125.100586	122	122	1229	1228
63.061523	123	123	1239	1238
-21.527405	124	124	1249	1248
-119.994385	125	125	1259	1258
-119.741241	126	126	1269	1268
72.406616	127	127	1279	1278
-30.067322	128	128	1289	1288
-127.408813	129	129	1299	1298
25.207642	130	130	1309	1308
-10.500122	131	131	1319	1318
-48.144470	132	132	1329	1328
-103.645813	133	133	1339	1338
-80.818604	134	134	1349	1348
-3.742798	135	135	1359	1358
167.359253	136	136	1369	1368
-69.190613	137	137	1379	1378
184.705933	138	138	1389	1388
-88.825562	139	139	1399	1398
103.026001	140	140	1409	1408
-4.970764	141	141	1419	1418
-105.227844	142	142	1429	1428
-83.144165	143	143	1439	1438
48.450684	144	144	1449	1448
0.370239	145	145	1459	1458
18.071899	146	146	1469	1468
-75.990234	147	147	1479	1478
163.824341	148	148	1489	1488
-153.624344	149	149	1499	1498
-63.845337	150	150	1509	1508
-31.762878	151	151	1519	1518
18.291626	152	152	1529	1528
-3.561890	153	153	1539	1538
4.039062	154	154	1549	1548
-141.381775	155	155	1559	1558
-29.805847	156	156	1569	1568
18.756348	157	157	1579	1578
-52.220703	158	158	1589	1588
93.491150	159	159	1599	1598
-46.930542	160	160	1609	1608
32.520447	161	161	1619	1618
27.468567	162	162	1629	1628
6.560059	163	163	1639	1638
-5.964111	164	164	1649	1648
16.240723	165	165	1659	1658
-47.685547	166	166	1669	1668
81.914062	167	167	1679	1678
-69.496185	168	168	1689	1688
